NC,ponderab,edad,edadr,sexo,dep,prov,dist,macrozona,zona2,ambito2,zonali1,zonali2,region,ur,ambito,hogar,hijos18,edu,edu2,edupadre,edupadre2,edumadre,edumadre2,origen,ocupa,ocupa2,NSE,NSE1,NSE2,P01,P02,P02a,P03,P03a,P05,P05a,P06,P06a,P07,P08,P09,P09a,P10,P12,p12a,P13,P14,P15,yhogar,yhogar_pc1,yhogar_pc2,P16,P16a,P16b,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P28a,P29,P29a,P30,P30a,P32,P32a,P33,P34,P35,P36,P37,P37otros,P37a,P37b,P38,P38a,P38b,etnicidad,etnicidad2,lengua,lengua2,ideología,ideología2
201972736,0.892026131,25,2,1,13,1301,130102,2,2,2,,,1,1,2,1,1,7,2,5,1,5,1,1,1,1,5,3,2,3,3,1,1,1,1,1,10,3,3,3,4,1,2,2,2,1,1,2000,2,2000,4,2,1,1,2,4,1,2,3,2,1,2,1,1,1,10,3,10,3,10,3,10,3,2,2,1,2,2,"",2,2,1,1,1,,,7,2,10,3
201972473,1.040683182,37,2,2,15,1501,150132,1,1,1,5,5,1,1,1,4,1,7,2,3,1,2,1,1,1,1,7,4,3,3,5,2,7,3,6,2,5,2,3,2,4,1,2,3,2,2,1,3000,3,750,3,2,1,1,3,4,2,3,2,1,2,3,3,1,1,7,3,5,2,7,3,8,3,2,1,2,2,1,"",1,1,7,3,3,2,2,7,2,7,3
201971633,0.860527929,36,2,2,20,2004,200402,2,2,2,,,1,1,2,4,1,1,1,5,1,3,1,1,6,2,8,5,3,3,6,2,4,1,8,3,5,2,2,2,4,1,3,,,1,1,500,1,125,1,3,2,2,4,4,3,4,3,99,2,2,,2,2,5,2,8,3,9,3,6,2,2,2,2,2,,"",,,7,3,3,,,7,2,6,2
201970221,1.022567796,22,1,2,12,1201,120125,3,6,2,,,2,1,2,4,1,4,1,99,99,1,1,1,1,1,7,4,3,3,10,3,10,3,10,3,6,2,2,1,2,2,5,3,2,1,1,3000,3,750,3,1,1,1,1,3,3,3,3,1,3,3,3,1,1,10,3,8,3,10,3,10,3,1,2,2,2,1,"",1,1,8,3,3,1,1,7,2,4,1
201968113,0.544149191,35,2,2,15,1501,150112,1,1,1,3,3,1,1,1,6,2,5,1,7,2,9,2,2,5,2,8,5,3,5,10,3,10,3,10,3,10,3,3,2,3,1,3,3,2,2,,,,,,3,2,2,2,2,2,4,3,99,4,1,1,4,1,1,1,1,1,10,3,1,1,2,2,1,2,5,"",5,5,1,1,1,2,2,7,2,1,1
201962500,1.232805175,58,3,1,20,2001,200104,2,2,2,,,1,2,3,4,2,7,2,1,1,1,1,1,1,1,7,4,3,3,1,1,7,3,1,1,2,1,2,1,4,1,2,2,2,3,,2000,2,500,2,2,1,1,3,4,1,4,3,2,4,1,4,1,1,8,3,6,2,6,2,6,2,1,2,1,2,1,"",1,1,5,2,2,2,2,7,2,8,3
201959904,1.221200522,69,3,2,15,1501,150132,1,1,1,5,5,1,1,1,8,2,5,1,5,1,5,1,1,1,1,4,2,1,99,7,3,8,3,7,3,7,3,4,1,4,1,5,3,2,1,,1500,2,187.5,1,3,2,2,1,1,1,3,3,1,,1,1,1,1,10,3,10,3,10,3,10,3,1,1,1,1,1,"",1,1,10,3,3,,,7,2,10,3
201954726,1.059997199,20,1,1,4,407,40701,4,4,2,,,1,1,2,2,2,5,1,2,1,1,1,1,3,1,4,2,1,4,3,1,7,3,1,1,5,2,4,2,3,1,5,3,2,3,,2000,2,1000,4,3,2,2,3,3,1,3,4,4,1,1,3,1,1,10,3,10,3,10,3,10,3,1,2,2,2,77,CORRUPCIÓN,77,77,5,2,2,2,2,7,2,3,1
201953358,0.976582379,43,3,2,15,1501,150108,1,1,1,4,4,1,1,1,2,1,7,2,2,1,2,1,1,1,1,5,3,2,3,6,2,8,3,8,3,6,2,4,3,4,1,2,3,2,1,1,2500,3,1250,4,1,1,1,3,3,4,4,4,99,1,1,2,1,1,6,2,7,3,7,3,8,3,1,1,1,1,2,"",2,2,6,2,2,2,2,7,2,6,2
201951969,0.874398828,60,3,2,13,1301,130101,2,2,2,,,1,1,2,3,2,10,2,1,1,1,1,1,1,1,5,3,2,3,5,2,8,3,7,3,3,1,4,1,3,1,5,3,2,1,,3500,4,1166.67,4,1,1,1,1,1,1,1,1,99,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,1,2,2,"",2,2,2,1,1,2,2,7,2,99,
201951112,1.232805175,60,3,1,22,2205,220509,5,8,2,,,3,2,3,2,1,3,1,4,1,3,1,1,1,1,8,5,3,5,1,1,1,1,1,1,1,1,1,2,3,1,1,4,3,1,1,1220,2,610,3,3,2,2,3,1,1,3,1,1,1,1,1,1,1,1,1,10,3,10,3,10,3,99,99,1,1,77,AGRICULTURA,7,77,10,3,3,98,4,1,1,1,1
201950729,1.213248749,26,2,1,21,2110,211002,4,7,2,,,2,2,3,4,2,3,1,2,1,2,1,1,5,2,8,5,3,1,5,2,8,3,8,3,5,2,2,3,2,2,1,2,2,1,,,,,,4,2,3,1,3,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,"",1,1,1,1,1,3,3,7,2,1,1
201949390,0.906404751,62,3,1,15,1506,150601,3,3,2,,,1,1,2,4,2,5,1,2,1,1,1,1,5,2,7,4,3,3,1,1,1,1,10,3,1,1,1,1,3,1,5,4,3,1,,1800,2,450,2,4,2,3,4,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,"",2,2,1,1,1,3,3,1,1,1,1
201948471,0.906404751,50,3,1,4,401,40110,4,7,2,,,2,1,2,4,2,9,2,5,1,5,1,1,1,1,5,3,2,3,1,1,5,2,2,1,10,3,4,2,4,1,2,3,2,1,,3500,4,875,4,2,1,1,2,1,1,4,3,2,2,1,1,1,1,10,3,10,3,10,3,5,2,2,2,2,2,1,"",1,1,4,1,1,2,2,7,2,5,2
201947801,0.906404751,44,3,1,4,401,40104,4,7,2,,,2,1,2,5,1,7,2,5,1,3,1,1,8,1,7,4,3,4,1,1,1,1,1,1,10,3,3,1,1,2,5,3,2,1,1,4000,4,800,3,2,1,1,3,3,3,4,3,3,3,1,4,3,1,9,3,4,1,5,2,10,3,99,99,1,99,4,"",4,4,4,1,1,2,2,7,2,5,2
201946215,1.232805175,48,3,1,21,2111,211104,4,7,2,,,2,2,3,8,1,4,1,2,1,1,1,1,1,1,7,4,3,3,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,3,1,200,1,25,1,4,2,3,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,"",3,3,1,1,1,1,1,1,1,1,1
201945588,0.860527929,29,2,2,20,2007,200702,2,2,2,,,1,1,2,5,2,7,2,4,1,99,99,1,1,1,6,3,2,3,1,1,10,3,10,3,10,3,4,1,4,1,1,4,3,2,,2200,3,440,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,2,"",2,2,1,1,1,2,2,7,2,10,3
201943949,1.390799054,21,1,2,13,1301,130102,2,2,2,,,1,2,3,9,1,5,1,5,1,9,2,2,5,2,8,5,3,3,1,1,1,1,7,3,10,3,2,3,4,1,4,4,3,3,1,1000,1,111.11,1,3,2,2,2,3,3,1,1,2,1,1,2,2,1,8,3,10,3,1,1,10,3,2,2,1,2,2,"",2,2,1,1,1,2,2,7,2,1,1
201941533,0.906404751,46,3,1,8,804,80406,4,7,2,,,2,1,2,5,1,5,1,9,2,9,2,2,1,1,8,5,3,5,1,1,9,3,10,3,10,3,3,1,4,1,2,3,2,1,1,1000,1,200,1,4,2,3,1,1,1,3,1,1,1,1,2,1,1,1,1,10,3,7,3,10,3,1,99,99,99,3,"",3,3,1,1,1,3,3,1,1,10,3
201911826,0.646614038,23,1,2,15,1501,150110,1,1,1,3,3,1,1,1,5,1,5,1,2,1,2,1,1,6,2,8,5,3,3,1,1,5,2,3,1,10,3,4,1,3,1,5,4,3,1,1,4000,4,800,3,3,2,2,1,3,1,2,2,99,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,1,"",1,1,10,3,3,2,2,7,2,1,1
201910492,1.245819117,36,2,1,15,1501,150105,1,1,1,1,1,1,1,1,2,2,9,2,1,1,1,1,1,1,1,3,2,1,4,2,1,3,1,7,3,6,2,4,3,4,1,2,2,2,1,,4500,4,2250,4,1,1,1,1,2,2,3,2,3,2,1,3,1,,5,2,3,1,6,2,2,1,2,1,2,1,2,"",2,2,2,1,1,2,2,7,2,6,2
201910448,1.142066593,19,1,2,15,1501,150103,1,1,1,5,5,1,1,1,6,2,8,2,7,2,4,1,2,3,1,5,3,2,3,10,3,1,1,10,3,1,1,3,2,3,1,3,3,2,2,,,,,,2,1,1,2,2,4,2,4,99,3,3,3,2,1,1,1,10,3,1,1,1,1,1,2,1,1,,"",,,1,1,1,98,4,7,2,10,3
201910100,0.564066872,29,2,1,15,1501,150132,1,1,1,5,5,1,1,1,10,2,7,2,3,1,2,1,1,3,1,8,5,3,3,10,3,3,1,10,3,5,2,3,2,3,1,3,3,2,1,,2500,3,250,1,1,1,1,3,3,2,2,2,2,1,1,2,2,2,10,3,7,3,7,3,7,3,1,1,1,2,77,DELINCUENCIA,4,4,5,2,2,98,4,7,2,10,3
201907095,0.860527929,30,2,2,3,306,30612,4,7,2,,,2,1,2,5,2,4,1,2,1,1,1,1,1,1,8,5,3,3,7,3,10,3,5,2,9,3,2,3,4,1,3,1,1,1,,800,1,160,1,3,2,2,1,1,3,4,3,4,4,4,1,3,2,9,3,6,2,5,2,8,3,1,1,1,1,,"",,,10,3,3,3,3,1,1,9,3
201906842,0.906404751,44,3,1,8,801,80101,4,7,2,,,2,1,2,1,1,7,2,5,1,9,2,2,3,1,7,4,3,3,5,2,6,2,6,2,9,3,4,1,3,1,2,2,2,1,2,4000,4,4000,4,3,2,2,1,2,1,2,4,3,1,1,2,1,1,9,3,6,2,7,3,8,3,2,2,1,2,4,"",4,4,3,1,1,2,2,7,2,8,3
201906534,1.441706954,23,1,1,16,1601,160113,5,8,2,,,3,2,3,2,2,6,2,2,1,2,1,1,2,2,7,4,3,2,2,1,7,3,5,2,9,3,3,1,4,1,5,4,3,1,,200,1,100,1,4,2,3,2,1,2,3,4,2,1,2,3,3,1,9,3,9,3,10,3,9,3,2,2,2,2,2,"",2,2,8,3,3,2,2,7,2,1,1
201902745,1.189273775,45,3,2,6,607,60701,2,5,2,,,2,2,3,5,2,3,1,99,99,99,99,,1,1,8,5,3,3,10,3,10,3,10,3,10,3,4,1,2,2,3,4,3,3,,500,1,100,1,4,2,3,2,2,2,2,3,4,1,1,2,3,1,6,2,10,3,8,3,10,3,2,2,2,2,,"",,,1,1,1,1,1,7,2,10,3
201902289,0.874398828,50,3,2,14,1403,140312,2,2,2,,,1,1,2,6,2,9,2,3,1,3,1,1,8,1,7,4,3,3,3,1,10,3,8,3,1,1,4,1,1,2,2,4,3,3,,2500,3,416.67,2,4,2,3,1,1,1,4,3,99,1,1,1,1,1,1,1,1,1,1,1,10,3,2,2,1,2,2,"",2,2,1,1,1,2,2,7,2,8,3
201901269,0.892026131,37,2,1,25,2501,250105,5,8,2,,,3,1,2,5,1,5,1,2,1,1,1,1,6,2,8,5,3,3,10,3,5,2,1,1,1,1,2,1,3,1,1,4,3,1,1,1500,2,300,1,1,1,1,3,1,1,4,4,4,1,3,1,1,1,10,3,1,1,1,1,10,3,2,2,2,1,,"",,,8,3,3,2,2,7,2,5,2
201899939,1.201828184,31,2,2,15,1501,150103,1,1,1,5,5,1,1,1,5,1,10,2,5,1,5,1,1,8,1,3,2,1,3,1,1,5,2,10,3,10,3,4,3,4,1,4,1,1,1,1,7000,4,1400,4,1,1,1,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,10,3,10,3,1,1,1,1,1,"",1,1,1,1,1,1,1,7,2,10,3
201896544,1.022567796,21,1,2,6,606,60601,2,5,2,,,2,1,2,4,2,6,2,5,1,3,1,1,1,1,8,5,3,3,2,1,6,2,3,1,10,3,3,1,3,1,5,4,3,2,,1000,1,250,1,3,2,2,2,1,1,2,2,2,2,1,2,1,1,10,3,10,3,10,3,10,3,2,1,1,2,2,"",2,2,1,1,1,2,2,7,2,99,
201895803,0.860527929,33,2,2,13,1304,130401,2,2,2,,,1,1,2,4,1,4,1,9,2,5,1,2,6,2,8,5,3,4,2,1,10,3,5,2,1,1,4,2,3,1,3,3,2,1,1,300,1,75,1,2,1,1,2,2,2,2,1,2,3,3,1,1,1,1,1,1,1,3,1,10,3,2,2,1,2,77,QUE SE ACUERDE DE LOS ASENTAMIENTOS HUMANOS,3,3,4,1,1,1,1,7,2,10,3
201893740,0.544149191,26,2,2,15,1501,150101,1,1,1,1,1,1,1,1,2,2,5,1,5,1,5,1,1,1,1,8,5,3,3,10,3,99,99,10,3,99,99,2,1,3,1,3,3,2,1,,,,,,,,,3,3,4,3,4,99,4,,4,3,2,,,,,9,3,,,1,1,1,99,3,"",3,3,,,,98,4,7,2,8,3
201891409,1.170407903,37,2,2,21,2111,211101,4,7,2,,,2,2,3,3,2,5,1,10,2,10,2,2,6,2,8,5,3,3,2,1,1,1,10,3,1,1,1,2,4,1,5,4,3,1,,2000,2,666.67,3,4,2,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,77,LA GENTE MÁS NECESITADA,3,3,1,1,1,3,3,7,2,1,1
201885798,1.022567796,22,1,2,2,201,20101,2,5,2,,,2,1,2,5,2,8,2,9,2,9,2,2,3,1,5,3,2,3,8,3,5,2,10,3,8,3,4,1,3,1,5,2,2,1,,3000,3,600,3,1,1,1,2,1,1,2,2,2,1,1,1,1,1,10,3,10,3,8,3,10,3,1,2,2,2,77,POBREZA,3,3,1,1,1,2,2,7,2,10,3
201880797,0.906404751,50,3,1,21,2104,210401,4,7,2,,,2,1,2,2,2,6,2,3,1,2,1,1,1,1,8,5,3,3,5,2,10,3,1,1,1,1,2,2,4,1,2,4,3,1,,1500,2,750,3,2,1,1,2,1,3,3,4,3,3,3,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,1,"",1,1,10,3,3,4,3,7,2,99,
201879863,1.245819117,25,2,1,15,1501,150114,1,1,1,2,2,1,1,1,7,2,8,2,5,1,3,1,1,2,2,4,2,1,3,3,1,1,1,5,2,10,3,4,1,4,1,5,2,2,1,,10000,4,1428.57,4,1,1,1,1,1,1,3,3,3,1,1,1,2,1,8,3,5,2,8,3,1,1,1,2,1,1,4,"",4,4,3,1,1,2,2,7,2,8,3
201878695,0.874398828,63,3,2,22,2209,220901,5,8,2,,,3,1,2,5,2,9,2,9,2,9,2,2,6,2,2,1,1,3,1,1,1,1,2,1,10,3,4,1,4,1,4,2,2,1,,4000,4,800,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,77,SALUBRIDAD,1,1,1,1,1,2,2,7,2,5,2
201877321,1.059997199,21,1,1,22,2208,220801,5,8,2,,,3,1,2,3,2,5,1,9,2,9,2,2,2,2,6,3,2,3,8,3,9,3,8,3,10,3,3,1,4,1,99,3,2,1,,4000,4,1333.33,4,2,1,1,2,3,2,3,3,99,1,3,3,1,2,8,3,7,3,6,2,6,2,2,1,1,1,2,"",2,2,3,1,1,2,2,7,2,6,2
201875510,0.892026131,30,2,1,21,2110,211004,4,7,2,,,2,1,2,4,1,6,2,5,1,3,1,1,1,1,7,4,3,3,10,3,1,1,10,3,5,2,2,1,2,2,5,2,2,99,1,2500,3,625,3,2,1,1,1,1,1,3,1,1,1,1,3,1,1,10,3,10,3,10,3,10,3,2,2,1,2,77,EL CAMBIO DE LA CONSTITUCIÓN,6,77,1,1,1,4,3,2,1,1,1
201875154,1.170407903,35,2,2,16,1601,160104,5,8,2,,,3,2,3,5,1,5,1,5,1,5,1,1,7,2,8,5,3,5,2,1,3,1,3,1,2,1,2,1,4,1,2,4,3,1,2,1500,2,300,1,3,2,2,1,3,3,3,3,3,3,2,2,1,1,2,1,4,1,4,1,3,1,2,2,1,2,1,"",1,1,5,2,2,5,3,7,2,4,1
201874706,0.892026131,34,2,1,4,401,40126,4,7,2,,,2,1,2,2,2,9,2,9,2,9,2,2,5,2,5,3,2,4,7,3,6,2,7,3,10,3,4,1,3,1,2,3,2,1,,1800,2,900,4,2,1,1,1,1,1,2,3,3,1,2,1,1,,5,2,4,1,2,1,4,1,99,99,99,99,1,"",1,1,,,,2,2,7,2,99,
201872321,0.552920363,50,3,2,15,1501,150132,1,1,1,5,5,1,1,1,4,2,4,1,4,1,5,1,1,7,2,8,5,3,3,1,1,8,3,7,3,9,3,,3,99,99,2,4,3,3,,,,,,4,2,3,99,1,1,99,1,1,,,1,1,1,7,3,5,2,1,1,1,1,2,2,2,2,3,"",3,3,5,2,2,2,2,7,2,10,3
201870578,1.232805175,62,3,1,22,2209,220901,5,8,2,,,3,2,3,2,2,4,1,2,1,1,1,1,1,1,8,5,3,3,1,1,99,99,10,3,9,3,2,2,4,1,5,3,2,1,,1500,2,750,3,3,2,2,1,1,1,3,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,99,99,99,4,"",4,4,10,3,3,2,2,7,2,10,3
201849669,0.874398828,52,3,2,11,1101,110101,4,4,2,,,1,1,2,5,1,4,1,3,1,1,1,1,8,1,7,4,3,3,1,1,1,1,1,1,8,3,4,1,2,2,4,4,3,2,1,1500,2,300,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,10,3,2,2,2,2,5,"",5,5,,,,2,2,7,2,1,1
201847870,1.012328562,60,3,1,15,1501,150117,1,1,1,3,3,1,1,1,1,2,5,1,3,1,3,1,1,1,1,6,3,2,3,5,2,5,2,5,2,10,3,4,2,3,1,2,4,3,1,,3000,3,3000,4,2,1,1,4,4,3,3,4,4,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,5,"",5,5,5,2,2,2,2,7,2,10,3
201846852,0.874398828,40,3,2,22,2201,220101,5,8,2,,,3,1,2,6,1,2,1,2,1,1,1,1,1,1,8,5,3,3,1,1,10,3,1,1,10,3,2,3,4,1,3,4,3,3,1,2000,2,333.33,2,4,2,3,2,1,2,1,4,2,1,1,1,1,1,1,1,1,1,10,3,1,1,99,1,1,99,1,"",1,1,1,1,1,2,2,7,2,10,3
201846827,0.976582379,50,3,2,15,1501,150106,1,1,1,3,3,1,1,1,4,1,7,2,5,1,7,2,2,8,1,5,3,2,3,10,3,10,3,10,3,10,3,4,2,2,2,2,3,2,1,1,4000,4,1000,4,1,1,1,3,3,3,2,4,3,1,1,1,1,1,10,3,5,2,5,2,7,3,1,2,1,2,2,"",2,2,1,1,1,2,2,7,2,8,3
201844988,0.860527929,28,2,2,15,1506,150605,3,3,2,,,1,1,2,3,1,5,1,1,1,1,1,1,1,1,7,4,3,3,5,2,8,3,6,2,7,3,2,2,3,1,5,3,2,1,1,1250,2,416.67,2,4,2,3,3,2,2,2,3,3,1,1,1,1,1,10,3,10,3,10,3,10,3,1,2,1,2,2,"",2,2,1,1,1,2,2,7,2,1,1
201844377,0.976582379,55,3,2,15,701,70103,1,1,1,6,,1,1,1,5,1,6,2,5,1,3,1,1,1,1,6,3,2,3,5,2,10,3,3,1,10,3,4,1,2,2,1,3,2,1,1,1800,2,360,2,3,2,2,2,3,1,2,3,3,1,2,1,1,1,10,3,10,3,10,3,7,3,2,2,2,2,2,"",2,2,1,1,1,2,2,7,2,7,3
201843436,0.860527929,35,2,2,13,1301,130109,2,2,2,,,1,1,2,3,1,6,2,2,1,2,1,1,1,1,7,4,3,3,8,3,1,1,10,3,10,3,2,2,2,2,5,3,2,1,1,1000,1,333.33,2,3,2,2,2,2,2,1,3,3,1,1,1,1,1,8,3,10,3,6,2,10,3,2,2,1,2,2,"",2,2,2,1,1,2,2,7,2,4,1
201843222,1.170407903,29,2,2,6,609,60907,5,8,2,,,3,2,3,6,1,4,1,5,1,2,1,1,6,2,8,5,3,3,1,1,2,1,2,1,1,1,1,1,4,1,1,3,2,1,1,1000,1,166.67,1,4,2,3,2,1,1,3,1,3,1,1,2,1,1,10,3,10,3,1,1,9,3,2,2,2,2,77,AGRICULTURA,7,77,5,2,2,2,2,7,2,3,1
201842389,1.245819117,35,2,1,15,1501,150114,1,1,1,2,2,1,1,1,4,1,7,2,7,2,7,2,2,1,1,4,2,1,2,10,3,10,3,9,3,7,3,3,99,3,1,1,,,1,1,,,,,2,1,1,3,3,2,2,3,99,3,2,2,3,1,10,3,7,3,6,2,10,3,1,2,1,2,2,"",2,2,3,1,1,1,1,7,2,6,2
201841823,0.874398828,60,3,2,8,809,80914,5,8,2,,,3,1,2,5,2,5,1,5,1,3,1,1,6,2,6,3,2,4,6,2,10,3,5,2,1,1,4,3,4,1,5,4,3,1,,3000,3,600,3,4,2,3,3,1,4,3,4,99,2,1,4,1,1,10,3,9,3,10,3,10,3,2,2,1,2,77,NUTRICIÓN DE NIÑOS,77,77,2,1,1,2,2,7,2,5,2
201840934,0.892026131,28,2,1,5,507,50701,4,7,2,,,2,1,2,2,2,8,2,9,2,4,1,2,3,1,7,4,3,3,10,3,2,1,5,2,8,3,4,1,4,1,5,3,2,1,,1500,2,750,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,8,3,7,3,10,3,8,3,1,2,1,2,2,"",2,2,3,1,1,3,3,1,1,5,2
201840807,1.232805175,67,3,1,6,609,60901,5,8,2,,,3,2,3,4,2,1,1,1,1,1,1,1,1,1,8,5,3,3,99,99,99,99,99,99,99,99,4,1,4,1,5,4,3,2,,,,,,4,2,3,1,3,2,1,3,99,1,1,1,1,1,,,,,,,,,1,2,1,2,2,"",2,2,1,1,1,2,2,7,2,5,2
201840685,0.906404751,62,3,1,11,1101,110101,4,4,2,,,1,1,2,2,2,7,2,5,1,3,1,1,1,1,6,3,2,3,1,1,1,1,1,1,1,1,4,1,4,1,1,4,3,3,,1500,2,750,3,4,2,3,1,1,1,3,1,3,3,1,1,1,1,1,1,3,1,,,1,1,2,2,1,2,2,"",2,2,1,1,1,2,2,7,2,1,1
201840366,0.906404751,59,3,1,2,205,20501,2,5,2,,,2,1,2,6,2,10,2,5,1,5,1,1,1,1,5,3,2,3,5,2,4,1,4,1,4,1,4,1,99,99,5,3,2,2,,2000,2,333.33,2,2,1,1,2,2,1,3,3,1,3,1,2,3,1,6,2,5,2,7,3,2,1,1,2,1,2,1,"",1,1,4,1,1,2,2,7,2,1,1
201839852,1.245819117,27,2,1,15,1501,150132,1,1,1,5,5,1,1,1,3,2,10,2,9,2,9,2,2,1,1,3,2,1,3,7,3,10,3,10,3,7,3,2,3,2,2,1,2,2,1,,3000,3,1000,4,1,1,1,3,3,3,2,4,3,1,2,2,2,1,10,3,7,3,5,2,10,3,1,2,1,2,2,"",2,2,6,2,2,1,1,7,2,5,2
201838837,1.189273775,65,3,2,6,606,60601,2,5,2,,,2,2,3,3,2,1,1,2,1,1,1,1,8,1,8,5,3,3,10,3,5,2,3,1,99,99,1,2,2,2,99,,,2,,,,,,3,2,2,3,3,3,2,4,99,1,1,1,1,1,,,,,,,,,99,99,99,2,2,"",2,2,6,2,2,2,2,7,2,1,1
201838695,1.059997199,24,1,1,2,201,20101,2,5,2,,,2,1,2,3,1,8,2,9,2,9,2,2,1,1,8,5,3,3,10,3,5,2,8,3,10,3,4,1,4,1,5,3,2,1,1,3000,3,1000,4,2,1,1,3,4,4,4,3,3,4,4,3,3,1,8,3,7,3,10,3,7,3,1,2,2,2,1,"",1,1,1,1,1,3,3,1,1,7,3
201838239,0.961090505,29,2,2,15,1501,150142,1,1,1,4,4,1,1,1,1,2,8,2,2,1,2,1,1,3,1,5,3,2,2,1,1,1,1,5,2,10,3,4,1,4,1,5,2,2,1,,2000,2,2000,4,3,2,2,1,1,1,2,3,2,1,1,1,1,1,5,2,10,3,5,2,10,3,2,2,2,2,2,"",2,2,1,1,1,2,2,7,2,8,3
201832958,1.232805175,71,3,1,8,806,80603,4,7,2,,,2,2,3,2,2,6,2,3,1,2,1,1,4,2,6,3,2,99,99,99,99,99,99,99,99,99,1,1,1,2,5,2,2,1,,2000,2,1000,4,2,1,1,4,2,2,2,4,2,1,2,1,1,1,,,,,,,,,1,2,2,2,77,OBRAS PÚBLICAS PARA GENERAR TRABAJO,5,5,5,2,2,2,2,1,1,4,1
201827171,0.892026131,35,2,1,13,1301,130101,2,2,2,,,1,1,2,5,1,9,2,3,1,1,1,1,1,1,5,3,2,3,1,1,10,3,10,3,5,2,4,2,4,1,3,3,2,2,1,5000,4,1000,4,2,1,1,1,2,2,3,4,1,1,1,1,1,1,10,3,10,3,10,3,5,2,2,2,2,2,4,"",4,4,10,3,3,2,2,7,2,10,3
201821151,0.646614038,24,1,2,15,701,70102,1,1,1,6,,1,1,1,5,2,8,2,4,1,4,1,1,3,1,8,5,3,3,1,1,8,3,5,2,5,2,4,1,4,1,2,4,3,1,,500,1,100,1,3,2,2,1,3,1,1,1,3,1,1,1,3,1,10,3,10,3,10,3,10,3,2,1,2,2,1,"",1,1,1,1,1,2,2,7,2,1,1
201814057,0.906404751,54,3,1,25,2501,250101,5,8,2,,,3,1,2,4,1,2,1,2,1,1,1,1,5,2,8,5,3,3,9,3,8,3,10,3,7,3,2,3,2,2,4,4,3,3,1,500,1,125,1,3,2,2,3,1,1,1,3,3,1,3,1,1,1,1,1,6,2,10,3,5,2,2,2,2,2,3,"",3,3,1,1,1,2,2,7,2,1,1
201809981,1.189273775,42,3,2,2,210,21014,2,5,2,,,2,2,3,7,1,7,2,3,1,2,1,1,6,2,8,5,3,3,1,1,1,1,10,3,1,1,2,1,4,1,1,4,3,2,1,2000,2,285.71,1,4,2,3,1,1,2,2,2,1,1,1,1,1,1,8,3,5,2,8,3,4,1,1,1,2,99,77,PAGAR IMPUESTOS,77,77,3,1,1,2,2,1,1,3,1
201807452,0.976582379,46,3,2,15,701,70101,1,1,1,6,,1,1,1,6,1,7,2,3,1,2,1,1,1,1,5,3,2,3,10,3,10,3,10,3,10,3,4,2,3,1,2,3,2,1,1,3000,3,500,2,2,1,1,3,4,3,2,4,1,4,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,1,"",1,1,1,1,1,2,2,7,2,1,1
201806877,1.232805175,60,3,1,21,2102,210207,4,7,2,,,2,2,3,4,2,5,1,3,1,99,99,1,8,1,8,5,3,3,1,1,5,2,8,3,1,1,4,1,3,1,5,4,3,2,,3000,3,750,3,2,1,1,2,1,1,2,3,4,2,3,1,1,1,10,3,10,3,10,3,1,1,2,2,2,2,77,ASUNTOS SOCIALES,77,77,10,3,3,3,3,1,1,8,3
201806416,1.170407903,27,2,2,10,1008,100803,3,6,2,,,2,2,3,5,1,3,1,3,1,2,1,1,1,1,8,5,3,99,2,1,1,1,99,99,2,1,3,1,4,1,1,1,1,3,1,,,,,,,,3,2,1,1,1,2,2,,3,,2,1,1,10,3,10,3,,,99,99,1,1,3,"",3,3,10,3,3,3,3,1,1,1,1
201804608,0.906404751,56,3,1,20,2008,200805,2,2,2,,,1,1,2,3,1,4,1,3,1,2,1,1,1,1,4,2,1,3,1,1,1,1,9,3,1,1,4,1,3,1,3,3,2,1,1,10000,4,3333.33,4,3,2,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,"",2,2,1,1,1,2,2,7,2,1,1
